Document,Page,Category,Confidence,Description,Quote,Entities,Has Relationship
104-10192-10266,1,CIA_FBI_ACTIVITIES,7,CIA classified document discussing Cuban exile leadership changes,VIRO HAS BEEN NOTIFIED OF CHANGE ONLY THIS WEEK AND THAT VIRO'S DISAPPOINTMENT AS 'CHIEF IN EXILE' CAME FROM 'UNDER-GROUND',CIA,No
104-10192-10266,1,FOREIGN_GOVERNMENT_REACTIONS,6,Document discusses Latin American political changes and US-sponsored activities,RESLE IS RUNNING NEW UNITED STATES SPONSORED CUBAN ESCORT,,No
104-10192-10266,2,INTERNAL_GOVT_COMMUNICATIONS,7,Secret classified message discussing media narrative around a potential incident,BUCHANAN JOURNALISTIC REPUTATION INDICATES HE INACCURATE AND SENSATIONALIST,,No
104-10121-10304,1,TRAVEL_FINANCIAL_RECORDS,7,"CIA travel processing document for an individual, suggesting official or covert travel arrangements","Destination: Moscow Hungary, Passport Type & No.: State Outgoing",CIA|Soviet,No
104-10121-10304,1,CIA_FBI_ACTIVITIES,8,Detailed interview processing sheet with security and travel precautions,Travel Precautions (to carry nothing identifying him with CIA),CIA,No
104-10121-10304,1,SURVEILLANCE_RECORDS,6,Interview checklist with multiple security-related points,"Personal Conduct (a. general good behavior, b. no black market or currency transactions, c. no undue curiosity in natives)",,No
104-10228-10045,1,FOREIGN_GOVERNMENT_REACTIONS,7,Document discusses Jamaican government's stance on Cuba and Cold War involvement,JAMAICAN GOVT WANTS NOT BE OVERLY INVOLVED IN COLD WAR AND OUT OF CONCERN FOR SAFETY LARGE JAMAICAN COMMUNITY CUBA WILL MAKE STRENUOUS EFFORT TO STAY OUT.,Cuba,No
104-10228-10045,1,CIA_FBI_ACTIVITIES,6,Indicates covert monitoring and diplomatic maneuvering,HOWEVER THEY WILL HELP COVERTLY WHEREVER POSSIBLE. ANY ATTEMPT TO INVOLVE JAMAICAN GOVT AGAINST ITS WILL AT THIS TIME WOULD RESULT IN NETLOSS OF COOPERATION NOW AND IN FUTURE.,,No
104-10228-10045,2,FOREIGN_GOVERNMENT_REACTIONS,7,Discussion of communist groups in Jamaica and potential revolutionary activities,"COMPRISING LOCAL COMMUNISTS AND RAS TAFARIS), AND GIFT TO BUDDING NEW COMMUNIST FRONT 'SOCIALIST PARTY OF JAMAICA'",,No
104-10228-10045,2,CIA_FBI_ACTIVITIES,6,Suggestion to send representative to assess local political climate,"SUBJ KNGS CONCURRENCE, SUGGESTED MAY SEND AMBUD REP TO TEST LOCAL GOVT CLIMATE FOR PROPOSED DELEG AND REPORT RESPONSE AMBUD/1",,No
104-10163-10065,1,OSWALD_ASSOCIATIONS,7,Document discusses Cuban-American intelligence networks and potential recruitment,Ex-Captain in the U.S.A.F. See Pgs 201 for full details,,No
104-10163-10065,1,FOREIGN_GOVERNMENT_REACTIONS,6,Detailed notes about Cuban intelligence and anti-Castro activities,"Planning to send him to Nicaragua, and I have recommended his to the Nicaragua desk",Cuba,No
104-10163-10065,1,CIA_FBI_ACTIVITIES,8,Secret CIA document discussing recruitment and operational details,In my mind he is the ideal type of Latin American agent. It will be a real loss to more dedicated and more loyal,CIA,No
104-10169-10017,2,CIA_FBI_ACTIVITIES,7,"Document discusses Arturo Godoy, a bank employee with potential intelligence connections","Agenoia Ndo-Jodo Arturo Godoy, en ccclcgpo do the National Bank, G-2, Arturo is about 32 years old, white, stocky (about 190 pounds), 5'10""",,No
104-10169-10017,2,FOREIGN_GOVERNMENT_REACTIONS,6,Reference to communications involving Cerronio and discussions about potential information sharing,he was not going to try and locate him. he was careful to remain detached of the 'amigos' who would call on him for this information.,,No
104-10069-10132,1,ROUTING_DOCUMENT,7,Secret-level routing and record sheet related to CIA/intelligence communications,2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992,CIA,No
104-10069-10132,1,DOCUMENT_METADATA,6,"Document dated October 27, 1969, suggesting post-assassination investigation or record-keeping",OCT 27 1969,,No
104-10077-10356,1,CIA_FBI_ACTIVITIES,7,Memo from P.A. Maggio at SAS/MOB/FI (likely FBI domestic operations) discussing intelligence communications,IMMEDIATE WAVE RYBAT TYPIC AMBER ANTANNA,FBI,No
104-10077-10356,1,SURVEILLANCE_RECORDS,6,Multiple wave/communication references indicating ongoing intelligence monitoring,REFS A) WAVE 8316 (IN 70529) B) WAVE 8346 (IN 70905),,No
104-10097-10170,1,CIA_FBI_ACTIVITIES,7,"Secret communication from Mexico City CIA station, requesting a letter drop for a cryptonym 'CRYSTAL-1'",C/S COMMENT: REQUESTED MEXI PROVIDE LETTER DROP FOR T)CRYSTAL-1.,CIA|Mexico City,No
104-10097-10170,1,TRAVEL_FINANCIAL_RECORDS,6,Document shows travel plans for Jerzy Plebanski to attend international symposium in Dallas,JERZY PLEBANSKI GOING DALLAS 15 DEC ATTEND INTERNATIONAL SYMPOSIUM ON GRAVITATIONAL COLLAPSE AND OTHER TOPICS IN RELATIVITY/ASTROPHYSICS,Dallas,No
104-10234-10101,1,CIA_FBI_ACTIVITIES,7,Detailed intelligence communication about CIA/intelligence investigation and involvement,SINCE FORWARDING REF D WAVE PRESSED INVESTIGATION SPONSORSHIP AMTRUNK-9 TRIP,CIA,No
104-10234-10101,1,OSWALD_ASSOCIATIONS,6,Reference to possible intelligence agent handlers and identities,"AGENT HANDLER 'TORRES', 'JORGE' ... REF B) HAS SINCE IDENTIFIED HIMSELF TO MRS. A-9 AS 'TORRES'",,No
104-10218-10060,1,FOREIGN_GOVERNMENT_REACTIONS,7,Soviet KGB officer Nikolay Stepanovych Leonov traveling from Mexico City to Brussels,"NIKOLAY STEPANOVYCH LEONOV, SECOND SECY KK (PRESS ATTACHE), SOVEMB MEXICO CITY ACCOMPANIED BY DAUGHTER IRINA WAS SCHEDULED DEPART MEXICO CITY 29 JUNE SABENA FLT 556 FOR BRUSSELS",KGB|Soviet|Mexico City,No
104-10218-10060,1,TRAVEL_FINANCIAL_RECORDS,6,Detailed travel itinerary of Soviet KGB officer,"LEONOV KGB OFFICER REPORTEDLY ON WAY MOSCOW FOR 20-DAY TDY. PLS CONFIRM ARRIVAL BRUSSELS AND DEPARTURE, PRESUMABLY NEXT AEROFLOT FLIGHT TO MOSCOW",KGB|Soviet,No
104-10111-10094,2,CIA_ACTIVITIES,7,Document details CIA employee's activities in Cuba and Guatemala,"In May 1960 Subject was certified to the State Department in connection with ninety day proposed TDY in Havana, Cuba with JMARC; and in October 1960 she was transferred from Havana to Guatemala.",CIA|Cuba,No
104-10111-10094,2,FOREIGN_GOVERNMENT_REACTIONS,6,Potential reference to Cuban intelligence interactions,"In November 1960 Security was advised that according to information from 'the Project' (presumably JMARC) Subject had, while in Cuba, allegedly been having affair with 'three people'",CIA|Cuba,No
104-10211-10146,1,ADMINISTRATIVE_DOCUMENT,8,Secret dispatch from Chief of Station in Mexico City regarding an individual named Alfonso Hidalgo Torres,PFQ Part I - Alfonso Hidalgo Torres,Mexico City,No
104-10211-10146,1,DOCUMENT_METADATA,9,"Released under JFK Assassination Records Act of 1992, dated 13 November 1969",2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992,,No
176-10037-10460,1,CIA_FBI_ACTIVITIES,7,"CIA-originated document related to Southeast Asia Task Force, indicating potential intelligence context","ORIGINATOR: CIA, TITLE: Task Force Status Report",CIA,No
176-10037-10460,1,DOCUMENT_CLASSIFICATION,8,Part of JFK Assassination Records Release under 1992 Act,2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992,,No
104-10516-10270,1,DOCUMENT_METADATA,9,Declassification under JFK Assassination Records Act of 1992,2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992,,No
104-10516-10270,1,FOREIGN_GOVERNMENT_REACTIONS,7,Document discusses Soviet citizens and situation in 1947 related to grain crops and food harvesting,"SOVIET CITIZENS STARVED 1947 WHILE GRAIN CROPS HELD BACK, SITUATION AROUND SERIOUS CRISIS THAT WAS IN STILL SOVIET GOVERNMENT PUT NEGOTIATIONS",Soviet,No
104-10077-10369,1,IDENTITIES,7,"List of four named individuals, potentially related to intelligence or operational activities","A. ODON ALVAREZ DELALA CAMPA
B. JOSE LUIS GONZALEZ GALLARETTA
C. GILBERTO LIWAY RODRIGUES (201-328941)
D. ROGELIO IGLESIAS PATINO",,No
104-10077-10369,1,DOCUMENT_TYPE,8,Classified secret message released under JFK Assassination Records Act,2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992,,No
104-10230-10153,1,DOCUMENT_METADATA,9,"Budget-related document for expenses out of $1,500,000 budget for INFORM, covering July 1-31, 1962","ANALYSIS OF DEPOSITS FOR EXPENSES OUT OF THE $1,500,000.00 Budget INFORM JULY 1 TO 31, 1962",CIA,No
104-10230-10153,1,FINANCIAL_RECORDS,7,Detailed financial breakdown of deposited funds across different annexes,"Total Deposits $ 55,100.00",,No
104-10290-10055,1,ADMINISTRATIVE_METADATA,8,Classified message from Mexico City station dated 2 December 1963,2 DECEMBER 1963,Mexico City,No
104-10290-10055,1,WITNESS_LOCATION,6,"Reference to Grace Rogers with P.O. Box in Coral Gables, Florida","GRACE ROGERS, P.O. BOX 1767, CORAL GABLES, FLORIDA",,No
104-10123-10421,1,CIA_FBI_ACTIVITIES,8,"CIA personnel file for James W. McCord, Jr., with multiple CIA and security-related assignments","ASSIGNMENTS: 64: CIA, Security Off, Washington; 62-63: Dept of Army; Civilian,Germany; 53-62: CIA, Security Off, Washington",CIA,No
104-10123-10421,1,INTERNAL_GOVT_COMMUNICATIONS,7,Detailed personnel record suggesting extensive government and intelligence community involvement,"Dept of Def, Security Off, San Francisco; 48-51: FBI Agent, California",FBI,No
104-10185-10253,1,TRAVEL_FINANCIAL_RECORDS,7,Instructions for preparing documents with alias and fake identity for 'voter registration',"DRIVER'S LICENSE: REQUIRE FULL FACE NEGATIVE, NAME AND SIGNATURE SPECIMEN IN ALIAS, DOB OF ASSET TO BE USED IN RECOVERY OR MAIL. FOR(VOTER REGISTRATION) ASSUME 'EMPLEADO' WILL SUFFICE FOR OCCUPATION.",,No
104-10185-10253,1,CIA_FBI_ACTIVITIES,6,Classified secret communication from CIA Director to Mexico City,CLASSIFIED MESSAGE - SECRET,CIA|Mexico City,No
104-10119-10339,1,CIA_FBI_ACTIVITIES,7,Secret memo about converting a CIA staff employee's status for assignment to Mexico City under deep cover,"Concurrence is requested in the conversion of the subject's status from that of OFC Staff Employee to that of OFC Staff Agent. The subject is to be assigned to Mexico City as a GS-13, Intelligence Officer under Department of State Deep Cover.",CIA|Mexico City,No
104-10172-10255,1,INTERNAL_GOVT_COMMUNICATIONS,7,Secret outgoing message from CIA to Stockholm station,"WE HAVE BEGUN CHECKING WITH NOSENKO (PD)IPPERS 19 AND 20, AND (PD)ABLE RE WALLENBERG AND WILL CABLE OR TELEPOUCH RESULTS AS RECEIVED. WE EXPECT TO BE FINISHED BY MID-NOVEMBER-V",CIA,No
104-10172-10255,1,FOREIGN_GOVERNMENT_REACTIONS,6,Reference to communication with Stockholm station suggests international intelligence coordination,"UNITEL, SEKTOR TSBLOCK V, REF: [STOCKHOLM] 3957b [IN 062621]",,No
104-10077-10382,1,INTERNAL_GOVT_COMMUNICATIONS,7,"CIA internal communication marked 'SECRET' dated 10 Dec 1963, shortly after JFK assassination","RETURN TO CIA, Background Use Only, Do Not Reproduce",CIA,No
104-10077-10382,1,TRAVEL_RECORDS,6,Reference to planned visit by an individual (name redacted) from 16 to 19 Feb 1964,"PER YOUR DECISION HQS, PLANNED HAVE (REDACTED) VISIT YOU 16 TO 19 FEB 1964 PRIOR HIS RETURN BROS. HQS OFFICER WILL ESCORT.",,No
104-10110-10340,1,ADMINISTRATIVE_PROCESS,7,Military cover backstop establishment document from August 1962,NOTIFICATION OF ESTABLISHMENT OF MILITARY COVER BACKSTOP,,No
104-10110-10340,1,DOCUMENT_TYPE,8,Secret classified document related to military records and services,SECRET - RECORDS AND SERVICES DIVISION,,No
104-10217-10196,1,CIA_FBI_ACTIVITIES,7,Internal communication about potential infiltration and accusations within revolutionary movement,REVOLUTION INFORMS ITS READERS THAT RICHARD GIBSON WHO MISUSED HIS OFFICE AS FORMER SECRETARY OF 'FAIR PLAY FOR CUBA COMMITTEE' IN ORDER PENETRATE RANKS OF INTERNATIONAL REVOLUTIONARY MOVEMENT MUST NO LONGER BE CONSIDERED COLLABORATOR OF THIS REVIEW,Cuba,No
104-10234-10088,1,TRAVEL_FINANCIAL_RECORDS,6,Document references a jeweler who contracted at Miami Hotel in early fall of 1964,Portela states Jeweler who Contracted am Miami Hotel Early Fall 64 Behalf AMLASH-1 and AMCHIN-1,,No
104-10234-10088,1,CIA_FBI_ACTIVITIES,7,Secret/classified communication between intelligence units,MESSAGE FORM - SECRET,,No
104-10188-10454,1,CIA_FBI_ACTIVITIES,7,Secret classified document discussing potential informant issues at a university,HAD REFUSED TO SERVE AS INFORMANT FOR GOES ON SECURITY GROUNDS; CITED CASE OF STUDENT WHOSE REPUTATION RUINED IN UNIV,,No
104-10188-10454,1,FOREIGN_GOVERNMENT_REACTIONS,6,Reference to Russian professors and a decision to 'let the dust settle',HAVE DECIDED TO LET THE DUST SETTLE ON THE RUSSIAN PROFESSORS FLAP BEFORE FOLLOWING UP PITCH,,No
104-10101-10198,1,INTERNAL_GOVT_COMMUNICATIONS,7,Operational communication about surveillance and tracking of subjects,REQUEST STATION TRACKS ONLY ON SUBJECTS REF B AND C. NO HEADQUARTERS RECORD ON EITHER.,,No
104-10101-10198,1,SURVEILLANCE_RECORDS,6,Mention of coverage and potential surveillance adjustments,"IF NECESSARY TO EFFECT COVERAGE ON LINE, STATION MAY SUSPEND COVERAGE AMESS/1 BUT PREFER MAINTAIN BOTH.",,No
104-10175-10152,1,CIA_FBI_ACTIVITIES,7,Secret memorandum discussing CIA/intelligence activities related to Latin American organizations,The activities of WG/1 touch upon four organizations listed below.,CIA,No
104-10519-10184,1,TRAVEL_FINANCIAL_RECORDS,6,Document tracks travel details of Jack Rubenstein (Jack Ruby),"He arrived on May 17 and departed on June 7, accompanied by his wife Mimi",Jack Ruby,No
104-10119-10338,1,CIA_FBI_ACTIVITIES,7,Document shows internal CIA communication about personnel status change,Reference is made to your memorandum dated 28 November 1950 requesting security concurrence in the conversion of the Subject's status from that of OPC Staff Employee to that of UPC Staff Agent.,CIA,No
104-10073-10113,1,FOREIGN_GOVERNMENT_REACTIONS,7,Document discusses Ling Lindsay's connections to Cuban and Portuguese networks,"LING was contacted in late August 1960 in Santa Maria, and Ploy (probably Cuban National), and Rafal (probably RAFAEL HERNANDEZ), a Cuban diplomat",,No
104-10234-10115,1,FOREIGN_GOVERNMENT_REACTIONS,6,"Reference to Juan Ventura Valner, a Cuban exile in Geneva","JUAN VENTURA VALNER, CUBAN EXILE WHO OWNS JEWELRY SHOP AND RESIDES GENEVA, MAKES INFREQUENT BUSINESS TRIPS TO ROME",,No
104-10185-10247,1,TRAVEL_FINANCIAL_RECORDS,6,Authentication of Mexican identification documents,"1 - Mexican Drivers License No. 436747
1 - 1961 Mexican Voters Cert. No. 6215",,No
104-10102-10233,1,FOREIGN_GOVERNMENT_REACTIONS,6,Document discusses Polish diplomatic personnel Ignacy SACHS and his recent activities,"Ignacy SACHS, upon his return from India, will not work in the Polish Ministry of Foreign Affairs, but will be reassigned to the Latin American section of the Polish Ministry of Foreign Trade.",,No
